symbol,date,open,high,low,close,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2015-06-24 00:00:00+00:00,127.21,129.8,127.12,128.11,55280855,118.0563629,119.6137375,117.1440548,117.2269919,55280855,0,1
AAPL,2015-06-25 00:00:00+00:00,128.86,129.2,127.5,127.5,31938100,117.4942337,119.0608235,117.4942337,118.7475055,31938100,0,1
AAPL,2015-06-26 00:00:00+00:00,127.67,127.99,126.51,126.75,44066841,116.8030911,117.9457801,116.5819255,117.6508927,44066841,0,1
AAPL,2015-06-29 00:00:00+00:00,125.46,126.47,124.48,124.53,49161427,114.7573092,116.5450646,114.711233,115.6143259,49161427,0,1
AAPL,2015-06-30 00:00:00+00:00,125.57,126.12,124.86,125.425,44370682,115.5820726,116.2225314,115.0614119,115.7156935,44370682,0,1
AAPL,2015-07-01 00:00:00+00:00,126.9,126.94,125.99,126.6,30238811,116.6648626,116.9781806,116.1027333,116.9413196,30238811,0,1
AAPL,2015-07-02 00:00:00+00:00,126.43,126.69,125.77,126.44,27210952,116.5174189,116.7477997,115.8999982,116.5082036,27210952,0,1
AAPL,2015-07-06 00:00:00+00:00,124.94,126.23,124.85,126,28060431,116.1119486,116.323899,115.0521967,115.1351338,28060431,0,1
AAPL,2015-07-07 00:00:00+00:00,125.89,126.15,123.77,125.69,46946811,115.8262763,116.2501771,114.0569514,116.010581,46946811,0,1
AAPL,2015-07-08 00:00:00+00:00,124.48,124.64,122.54,122.57,60761614,112.9511233,114.8586767,112.9234776,114.711233,60761614,0,1
AAPL,2015-07-09 00:00:00+00:00,123.85,124.06,119.22,120.07,78595038,110.6473148,114.3241932,109.8640199,114.1306733,78595038,0,1
AAPL,2015-07-10 00:00:00+00:00,121.94,123.85,121.21,123.28,61354474,113.6054049,114.1306733,111.6978515,112.3705636,61354474,0,1
AAPL,2015-07-13 00:00:00+00:00,125.03,125.755,124.32,125.66,41440538,115.7986306,115.8861753,114.5637893,115.2180709,41440538,0,1
AAPL,2015-07-14 00:00:00+00:00,126.04,126.37,125.04,125.61,31768139,115.7525544,116.4529122,115.2272861,116.1488095,31768139,0,1
AAPL,2015-07-15 00:00:00+00:00,125.72,127.15,125.58,126.82,33649200,116.8675978,117.1717005,115.7249087,115.853922,33649200,0,1
AAPL,2015-07-16 00:00:00+00:00,127.74,128.57,127.35,128.51,36222447,118.4249723,118.4802637,117.3560052,117.7153993,36222447,0,1
AAPL,2015-07-17 00:00:00+00:00,129.08,129.62,128.31,129.62,46164710,119.4478633,119.4478633,118.2406676,118.9502406,46164710,0,1
AAPL,2015-07-20 00:00:00+00:00,130.97,132.97,130.7,132.07,58900203,121.7055956,122.5349667,120.4431086,120.6919199,58900203,0,1
AAPL,2015-07-21 00:00:00+00:00,132.85,132.92,130.32,130.75,76756427,120.4891847,122.4888905,120.0929297,122.4243839,76756427,0,1
AAPL,2015-07-22 00:00:00+00:00,121.99,125.5,121.99,125.22,115450607,115.3931603,115.6511869,112.4166397,112.4166397,115450607,0,1
AAPL,2015-07-23 00:00:00+00:00,126.2,127.09,125.06,125.16,50999452,115.3378689,117.1164091,115.2457166,116.2962533,50999452,0,1
AAPL,2015-07-24 00:00:00+00:00,125.32,125.74,123.9,124.5,42162332,114.7296635,115.8723525,114.1767494,115.4853127,42162332,0,1
AAPL,2015-07-27 00:00:00+00:00,123.09,123.61,122.12,122.77,44455540,113.135428,113.9095076,112.5364378,113.4303155,44455540,0,1
AAPL,2015-07-28 00:00:00+00:00,123.38,123.91,122.55,123.38,33618097,113.6975573,114.1859647,112.9326928,113.6975573,33618097,0,1
AAPL,2015-07-29 00:00:00+00:00,123.15,123.5,122.27,122.99,37011653,113.3381631,113.8081401,112.6746663,113.4856069,37011653,0,1
AAPL,2015-07-30 00:00:00+00:00,122.32,122.5699,121.71,122.37,33628268,112.7668186,112.9510312,112.1586132,112.7207425,33628268,0,1
AAPL,2015-07-31 00:00:00+00:00,122.6,122.6425,120.91,121.3,42884953,111.7807886,113.0179338,111.4213945,112.978769,42884953,0,1
AAPL,2015-08-03 00:00:00+00:00,121.5,122.57,117.52,118.44,69975968,109.1452317,112.9511233,108.2974301,111.9650933,69975968,0,1
AAPL,2015-08-04 00:00:00+00:00,117.42,117.7,113.25,114.64,124138623,105.6434427,108.4633043,104.3625252,108.2052778,124138623,0,1
AAPL,2015-08-05 00:00:00+00:00,112.95,117.44,112.1,115.4,98384461,106.3438005,108.2237083,103.3027733,104.0860682,98384461,0,1
AAPL,2015-08-06 00:00:00+00:00,115.97,116.5,114.115,115.13,52903040,106.5741814,107.8423706,105.6346105,107.3517573,52903040,0.52,1
AAPL,2015-08-07 00:00:00+00:00,114.58,116.25,114.5,115.52,38670405,106.9351987,107.6109492,105.9909994,106.0650543,38670405,0,1
AAPL,2015-08-10 00:00:00+00:00,116.53,119.99,116.53,119.72,54951597,110.8230782,111.0730133,107.8701412,107.8701412,54951597,0,1
AAPL,2015-08-11 00:00:00+00:00,117.81,118.18,113.33,113.49,97082814,105.056057,109.3975224,104.9079473,109.0550187,97082814,0,1
AAPL,2015-08-12 00:00:00+00:00,112.53,115.42,109.63,115.24,101685610,106.6760068,106.8426302,101.4829107,104.1673988,101685610,0,1
AAPL,2015-08-13 00:00:00+00:00,116.04,116.4,114.54,115.15,48535789,106.5926951,107.7498021,106.0280269,107.4165552,48535789,0,1
AAPL,2015-08-14 00:00:00+00:00,114.32,116.31,114.01,115.96,42929516,107.3425004,107.6664904,105.5374135,105.824376,42929516,0,1
AAPL,2015-08-17 00:00:00+00:00,116.04,117.65,115.5,117.16,40884745,108.4533231,108.906909,106.916685,107.4165552,40884745,0,1
AAPL,2015-08-18 00:00:00+00:00,116.43,117.44,116.01,116.5,34560708,107.8423706,108.7125151,107.3887847,107.7775726,34560708,0,1
AAPL,2015-08-19 00:00:00+00:00,116.1,116.52,114.68,115.01,48286510,106.4630991,107.8608843,106.1576229,107.4720964,48286510,0,1
AAPL,2015-08-20 00:00:00+00:00,114.08,114.35,111.63,112.65,68501622,104.2784811,105.8521466,103.3342818,105.6022115,68501622,0,1
AAPL,2015-08-21 00:00:00+00:00,110.43,111.9,105.645,105.76,128275471,97.90050744,103.5842169,97.7940536,102.2234591,128275471,0,1
AAPL,2015-08-24 00:00:00+00:00,94.87,108.8,92,103.12,162206292,95.45669749,100.7145916,85.16307379,87.81979142,162206292,0,1
AAPL,2015-08-25 00:00:00+00:00,111.11,111.11,103.5,103.74,103601599,96.03062256,102.8529253,95.80845802,102.8529253,103601599,0,1
AAPL,2015-08-26 00:00:00+00:00,107.085,109.89,105.05,109.69,96774611,101.5384518,101.7235889,97.24327067,99.12704084,96774611,0,1
AAPL,2015-08-27 00:00:00+00:00,112.25,113.24,110.02,112.92,84616056,104.5284162,104.8246356,101.843928,103.9082069,84616056,0,1
AAPL,2015-08-28 00:00:00+00:00,112.17,113.31,111.54,113.29,53164407,104.8709199,104.8894336,103.2509701,103.834152,53164407,0,1
AAPL,2015-08-31 00:00:00+00:00,112.13,114.53,112,112.76,56229271,104.3803065,106.01877,103.6767855,103.7971246,56229271,0,1
AAPL,2015-09-01 00:00:00+00:00,110.18,111.88,107.36,107.72,76845860,99.71485118,103.5657032,99.38160437,101.9920377,76845860,0,1
AAPL,2015-09-02 00:00:00+00:00,110,112.34,109.131,112.34,61888812,103.9915186,103.9915186,101.0209935,101.8254143,61888812,0,1
AAPL,2015-09-03 00:00:00+00:00,112.49,112.78,110.04,110.37,53233940,102.167918,104.3988202,101.8624417,104.1303714,53233940,0,1
AAPL,2015-09-04 00:00:00+00:00,108.97,110.45,108.51,109.27,49996311,101.1496638,102.2419728,100.4461428,100.8719582,49996311,0,1
AAPL,2015-09-08 00:00:00+00:00,111.65,112.56,110.32,112.31,54843626,103.963748,104.1951694,102.1216337,103.3527955,54843626,0,1
AAPL,2015-09-09 00:00:00+00:00,113.76,114.02,109.77,110.15,85010804,101.9642672,105.5466704,101.6125066,105.3059921,85010804,0,1
